Entity,Code,Year,Renewables (%electricity)
Hungary,HUN,1998,0.5913978
Hungary,HUN,1999,0.6344171
Hungary,HUN,2000,0.68201196
Hungary,HUN,2001,0.7138935
Hungary,HUN,2002,0.63623786
Hungary,HUN,2003,0.9668913
Hungary,HUN,2004,2.78849
Hungary,HUN,2005,5.230769
Hungary,HUN,2006,4.1562066
Hungary,HUN,2007,4.7047048
Hungary,HUN,2008,5.8720636
Hungary,HUN,2009,8.047897
Hungary,HUN,2010,8.081349
Hungary,HUN,2011,7.5235977
Hungary,HUN,2012,7.62565
Hungary,HUN,2013,9.190083
Hungary,HUN,2014,10.76661
Hungary,HUN,2015,10.63057
Hungary,HUN,2016,10.216913
Hungary,HUN,2017,10.60006
Hungary,HUN,2018,11.807077
Hungary,HUN,2019,13.746709
Hungary,HUN,2020,15.871191
Hungary,HUN,2021,19.215796
Iceland,ISL,1985,99.914604
Iceland,ISL,1986,99.90875
Iceland,ISL,1987,99.90614
Iceland,ISL,1988,99.85649
Iceland,ISL,1989,99.89905
Iceland,ISL,1990,99.77827
Iceland,ISL,1991,99.77729
Iceland,ISL,1992,99.78021
Iceland,ISL,1993,99.999985
Iceland,ISL,1994,100.000015
Iceland,ISL,1995,99.79919
Iceland,ISL,1996,100.0
Iceland,ISL,1997,100.0
Iceland,ISL,1998,100.0
Iceland,ISL,1999,100.0
Iceland,ISL,2000,100.0
Iceland,ISL,2001,100.0
Iceland,ISL,2002,99.88123
Iceland,ISL,2003,99.88249
Iceland,ISL,2004,100.0
Iceland,ISL,2005,100.0
Iceland,ISL,2006,100.0
Iceland,ISL,2007,100.0
Iceland,ISL,2008,100.0
Iceland,ISL,2009,100.0
Iceland,ISL,2010,100.0
Iceland,ISL,2011,100.0
Iceland,ISL,2012,100.0
Iceland,ISL,2013,100.0
Iceland,ISL,2014,100.0
Iceland,ISL,2015,100.0
Iceland,ISL,2016,100.0
Iceland,ISL,2017,100.0
Iceland,ISL,2018,100.0
Iceland,ISL,2019,100.0
Iceland,ISL,2020,100.0
Iceland,ISL,2021,99.98653
India,IND,1985,27.798811
India,IND,1986,25.937187
India,IND,1987,21.890574
India,IND,1988,22.633194
India,IND,1989,23.259535
India,IND,1990,23.097132
India,IND,1991,23.131563
India,IND,1992,20.841738
India,IND,1993,19.625616
India,IND,1994,20.822308
India,IND,1995,18.022327
India,IND,1996,15.95155
India,IND,1997,15.386589
India,IND,1998,17.0291
India,IND,1999,15.599825
India,IND,2000,14.048197
India,IND,2001,12.999709
India,IND,2002,11.938192
India,IND,2003,11.695108
India,IND,2004,15.63753
India,IND,2005,15.254357
India,IND,2006,17.135258
India,IND,2007,17.801973
India,IND,2008,16.768267
India,IND,2009,15.269804
India,IND,2010,15.21222
India,IND,2011,16.791103
India,IND,2012,15.135002
India,IND,2013,16.394157
India,IND,2014,16.009254
India,IND,2015,15.371873
India,IND,2016,14.854848
India,IND,2017,15.966991
India,IND,2018,16.694954
India,IND,2019,18.691542
India,IND,2020,20.205925
India,IND,2021,19.384392
Indonesia,IDN,1985,16.90112
Indonesia,IDN,1986,24.190905
Indonesia,IDN,1987,22.11833
Indonesia,IDN,1988,20.291437
Indonesia,IDN,1989,22.045029
Indonesia,IDN,1990,23.010492
Indonesia,IDN,1991,22.204845
Indonesia,IDN,1992,26.638683
Indonesia,IDN,1993,25.141514
Indonesia,IDN,1994,20.873459
Indonesia,IDN,1995,19.411617
Indonesia,IDN,1996,18.970043
Indonesia,IDN,1997,12.157131
Indonesia,IDN,1998,17.798302
Indonesia,IDN,1999,17.054121
Indonesia,IDN,2000,19.99388
Indonesia,IDN,2001,20.90438
Indonesia,IDN,2002,18.579138
Indonesia,IDN,2003,16.883892
Indonesia,IDN,2004,16.806925
Indonesia,IDN,2005,17.05298
Indonesia,IDN,2006,15.350051
Indonesia,IDN,2007,16.369028
Indonesia,IDN,2008,16.89653
Indonesia,IDN,2009,16.451733
Indonesia,IDN,2010,19.50876
Indonesia,IDN,2011,15.875333
Indonesia,IDN,2012,14.8894415
Indonesia,IDN,2013,15.766565
Indonesia,IDN,2014,14.487201
Indonesia,IDN,2015,13.795372
Indonesia,IDN,2016,15.367891
Indonesia,IDN,2017,16.240925
Indonesia,IDN,2018,17.047817
Indonesia,IDN,2019,16.261044
Indonesia,IDN,2020,18.131039
Indonesia,IDN,2021,18.188877
Iran,IRN,1985,15.158679
Iran,IRN,1986,16.711704
Iran,IRN,1987,17.34499
Iran,IRN,1988,17.555887
Iran,IRN,1989,13.089382
Iran,IRN,1990,12.8020115
Iran,IRN,1991,8.926354
Iran,IRN,1992,13.700914
Iran,IRN,1993,14.103046
Iran,IRN,1994,8.51316
Iran,IRN,1995,9.866869
Iran,IRN,1996,9.821708
Iran,IRN,1997,6.1258154
Iran,IRN,1998,7.313571
Iran,IRN,1999,4.70351
Iran,IRN,2000,3.2006702
Iran,IRN,2001,3.2526062
Iran,IRN,2002,5.8163934
Iran,IRN,2003,6.3435545
Iran,IRN,2004,7.360531
Iran,IRN,2005,8.200147
Iran,IRN,2006,9.636561
Iran,IRN,2007,8.910989
Iran,IRN,2008,3.629626
Iran,IRN,2009,3.1333122
Iran,IRN,2010,4.4254923
Iran,IRN,2011,4.6309266
Iran,IRN,2012,5.1457286
Iran,IRN,2013,5.7405553
Iran,IRN,2014,5.3513765
Iran,IRN,2015,4.7851844
Iran,IRN,2016,5.4520674
Iran,IRN,2017,5.786938
Iran,IRN,2018,3.4672642
Iran,IRN,2019,11.010066
Iran,IRN,2020,7.407627
Iran,IRN,2021,4.664096
Iraq,IRQ,1985,2.9085014
Iraq,IRQ,1986,2.6921525
Iraq,IRQ,1987,11.550422
Iraq,IRQ,1988,11.0874195
Iraq,IRQ,1989,10.896898
Iraq,IRQ,1990,16.389647
Iraq,IRQ,1991,16.057545
Iraq,IRQ,1992,23.818045
Iraq,IRQ,1993,22.745764
Iraq,IRQ,1994,23.432074
Iraq,IRQ,1995,26.86892
Iraq,IRQ,1996,24.977062
Iraq,IRQ,1997,24.755814
Iraq,IRQ,1998,23.174026
Iraq,IRQ,1999,14.396939
Iraq,IRQ,2000,2.0319786
Iraq,IRQ,2001,2.0105472
Iraq,IRQ,2002,1.6012559
Iraq,IRQ,2003,1.6129032
Iraq,IRQ,2004,1.6129032
Iraq,IRQ,2005,20.567867
Iraq,IRQ,2006,18.810339
Iraq,IRQ,2007,18.01459
Iraq,IRQ,2008,9.913794
Iraq,IRQ,2009,7.415156
Iraq,IRQ,2010,10.214239
Iraq,IRQ,2011,6.610269
Iraq,IRQ,2012,10.0046
Iraq,IRQ,2013,8.621627
Iraq,IRQ,2014,4.632238
Iraq,IRQ,2015,3.984556
Iraq,IRQ,2016,4.505698
Iraq,IRQ,2017,2.685624
Iraq,IRQ,2018,2.6230297
Iraq,IRQ,2019,5.987218
Iraq,IRQ,2020,5.776567
Iraq,IRQ,2021,5.4287477
Ireland,IRL,1985,6.9272003
Ireland,IRL,1986,7.2618556
Ireland,IRL,1987,5.2523727
Ireland,IRL,1988,6.5939674
Ireland,IRL,1989,5.044459
Ireland,IRL,1990,4.919185
Ireland,IRL,1991,5.0234427
Ireland,IRL,1992,5.196451
Ireland,IRL,1993,4.7707562
Ireland,IRL,1994,5.585264
Ireland,IRL,1995,4.1453714
Ireland,IRL,1996,4.0190377
Ireland,IRL,1997,4.1137633
Ireland,IRL,1998,5.6486354
Ireland,IRL,1999,5.19063
Ireland,IRL,2000,4.985213
Ireland,IRL,2001,4.180195
Ireland,IRL,2002,5.5555553
Ireland,IRL,2003,4.5856795
Ireland,IRL,2004,5.511499
Ireland,IRL,2005,7.298985
Ireland,IRL,2006,9.111029
Ireland,IRL,2007,9.904829
Ireland,IRL,2008,12.032085
Ireland,IRL,2009,14.730068
Ireland,IRL,2010,13.210227
Ireland,IRL,2011,19.992636
Ireland,IRL,2012,19.351273
Ireland,IRL,2013,22.01799
Ireland,IRL,2014,24.757847
Ireland,IRL,2015,27.971529
Ireland,IRL,2016,24.875952
Ireland,IRL,2017,28.962818
Ireland,IRL,2018,33.00971
Ireland,IRL,2019,38.41146
Ireland,IRL,2020,42.10197
Ireland,IRL,2021,36.772152
Israel,ISR,1985,0.012960587
Israel,ISR,1986,0.037420016
Israel,ISR,1987,0.056570686
Israel,ISR,1988,0.05167291
Israel,ISR,1989,0.01466756
Israel,ISR,1990,0.014355716
Israel,ISR,1991,0.02788869
Israel,ISR,1992,0.11747454
Israel,ISR,1993,0.10000116
Israel,ISR,1994,0.08122702
Israel,ISR,1995,0.08213687
Israel,ISR,1996,0.0736888
Israel,ISR,1997,0.071202755
Israel,ISR,1998,0.06583036
Israel,ISR,1999,0.084124655
Israel,ISR,2000,0.07481297
Israel,ISR,2001,0.04840271
Israel,ISR,2002,0.07014262
Israel,ISR,2003,0.090456806
Israel,ISR,2004,0.090009004
Israel,ISR,2005,0.08754651
Israel,ISR,2006,0.04208754
Israel,ISR,2007,0.05933544
Israel,ISR,2008,0.0749204
Israel,ISR,2009,0.1279006
Israel,ISR,2010,0.23907103
Israel,ISR,2011,0.43624163
Israel,ISR,2012,0.69830185
Israel,ISR,2013,0.94570357
Israel,ISR,2014,1.5773907
Israel,ISR,2015,1.9458282
Israel,ISR,2016,2.521259
Israel,ISR,2017,2.647929
Israel,ISR,2018,2.6862204
Israel,ISR,2019,4.0435023
Israel,ISR,2020,5.3903084
Israel,ISR,2021,6.7870827
Italy,ITA,1985,23.852695
Italy,ITA,1986,23.187752
Italy,ITA,1987,21.451843
Italy,ITA,1988,21.84259
Italy,ITA,1989,17.678774
Italy,ITA,1990,16.373446
Italy,ITA,1991,20.84421
Italy,ITA,1992,20.582811
Italy,ITA,1993,20.611694
Italy,ITA,1994,21.120598
Italy,ITA,1995,17.493671
Italy,ITA,1996,19.334867
Italy,ITA,1997,18.790936
Italy,ITA,1998,18.376627
Italy,ITA,1999,19.84532
Italy,ITA,2000,18.900242
Italy,ITA,2001,20.049433
Italy,ITA,2002,17.455557
Italy,ITA,2003,16.420212
Italy,ITA,2004,18.274939
Italy,ITA,2005,16.376978
Italy,ITA,2006,16.512863
Italy,ITA,2007,15.533349
Italy,ITA,2008,18.6112
Italy,ITA,2009,24.083735
Italy,ITA,2010,25.84002
Italy,ITA,2011,27.67732
Italy,ITA,2012,31.104963
Italy,ITA,2013,39.014874
Italy,ITA,2014,43.497692
Italy,ITA,2015,38.757786
Italy,ITA,2016,37.607937
Italy,ITA,2017,35.41745
Italy,ITA,2018,39.810013
Italy,ITA,2019,39.756306
Italy,ITA,2020,42.039772
Italy,ITA,2021,40.619434
Japan,JPN,1985,14.223238
Japan,JPN,1986,13.989436
Japan,JPN,1987,12.457424
Japan,JPN,1988,14.100253
Japan,JPN,1989,13.602426
Japan,JPN,1990,11.1442
Japan,JPN,1991,11.639142
Japan,JPN,1992,10.024861
Japan,JPN,1993,11.247435
Japan,JPN,1994,7.9192533
Japan,JPN,1995,9.212626
Japan,JPN,1996,8.979606
Japan,JPN,1997,9.761912
Japan,JPN,1998,9.946743
Japan,JPN,1999,9.3160305
Japan,JPN,2000,10.538243
Japan,JPN,2001,10.447654
Japan,JPN,2002,10.247729
Japan,JPN,2003,11.699369
Japan,JPN,2004,11.419897
Japan,JPN,2005,9.906813
Japan,JPN,2006,10.855499
Japan,JPN,2007,9.389759
Japan,JPN,2008,10.019684
Japan,JPN,2009,10.466746
Japan,JPN,2010,10.526997
Japan,JPN,2011,11.127242
Japan,JPN,2012,10.61437
Japan,JPN,2013,11.796579
Japan,JPN,2014,13.271962
Japan,JPN,2015,15.658682
Japan,JPN,2016,15.692011
Japan,JPN,2017,17.35597
Japan,JPN,2018,18.14418
Japan,JPN,2019,19.422329
Japan,JPN,2020,21.324924
Japan,JPN,2021,22.610664
Kuwait,KWT,1985,0.0
Kuwait,KWT,1986,0.0
Kuwait,KWT,1987,0.0
Kuwait,KWT,1988,0.0
Kuwait,KWT,1989,0.0
Kuwait,KWT,1990,0.0
Kuwait,KWT,1991,0.0
Kuwait,KWT,1992,0.0
Kuwait,KWT,1993,0.0
Kuwait,KWT,1994,0.0
Kuwait,KWT,1995,0.0
Kuwait,KWT,1996,0.0
Kuwait,KWT,1997,0.0
Kuwait,KWT,1998,0.0
Kuwait,KWT,1999,0.0
Kuwait,KWT,2000,0.0
Kuwait,KWT,2001,0.0
Kuwait,KWT,2002,0.0
Kuwait,KWT,2003,0.0
Kuwait,KWT,2004,0.0
Kuwait,KWT,2005,0.0
Kuwait,KWT,2006,0.0
Kuwait,KWT,2007,0.0
Kuwait,KWT,2008,0.0
Kuwait,KWT,2009,0.0
Kuwait,KWT,2010,0.0
Kuwait,KWT,2011,0.0
Kuwait,KWT,2012,0.0
Kuwait,KWT,2013,0.017442875
Kuwait,KWT,2014,0.016329195
Kuwait,KWT,2015,0.01557875
Kuwait,KWT,2016,0.030372059
Kuwait,KWT,2017,0.058479533
Kuwait,KWT,2018,0.08615738
Kuwait,KWT,2019,0.08509431
Kuwait,KWT,2020,0.074693754
Kuwait,KWT,2021,0.070204996
Luxembourg,LUX,1985,9.329798
Luxembourg,LUX,1986,10.103138
Luxembourg,LUX,1987,11.780105
Luxembourg,LUX,1988,8.621103
Luxembourg,LUX,1989,6.4524407
Luxembourg,LUX,1990,12.903226
Luxembourg,LUX,1991,12.857143
Luxembourg,LUX,1992,12.121212
Luxembourg,LUX,1993,11.940298
Luxembourg,LUX,1994,18.644068
Luxembourg,LUX,1995,22.448978
Luxembourg,LUX,1996,17.777779
Luxembourg,LUX,1997,24.390242
Luxembourg,LUX,1998,40.540543
Luxembourg,LUX,1999,36.11111
Luxembourg,LUX,2000,40.0
Luxembourg,LUX,2001,19.54023
Luxembourg,LUX,2002,5.3571434
Luxembourg,LUX,2003,5.0179214
Luxembourg,LUX,2004,5.6379824
Luxembourg,LUX,2005,6.2686567
Luxembourg,LUX,2006,7.062147
Luxembourg,LUX,2007,8.15047
Luxembourg,LUX,2008,10.294118
Luxembourg,LUX,2009,8.571429
Luxembourg,LUX,2010,8.333334
Luxembourg,LUX,2011,9.090909
Luxembourg,LUX,2012,11.231884
Luxembourg,LUX,2013,19.565218
Luxembourg,LUX,2014,20.94241
Luxembourg,LUX,2015,32.08955
Luxembourg,LUX,2016,58.227848
Luxembourg,LUX,2017,66.66667
Luxembourg,LUX,2018,70.833336
Luxembourg,LUX,2019,74.76635
Luxembourg,LUX,2020,79.508194
Luxembourg,LUX,2021,80.4878
Malaysia,MYS,1985,25.216927
Malaysia,MYS,1986,25.54464
Malaysia,MYS,1987,28.505014
Malaysia,MYS,1988,29.603834
Malaysia,MYS,1989,24.608728
Malaysia,MYS,1990,17.495173
Malaysia,MYS,1991,16.756989
Malaysia,MYS,1992,13.657898
Malaysia,MYS,1993,13.914475
Malaysia,MYS,1994,16.307709
Malaysia,MYS,1995,13.350653
Malaysia,MYS,1996,9.7061615
Malaysia,MYS,1997,6.962513
Malaysia,MYS,1998,6.9487243
Malaysia,MYS,1999,11.078236
Malaysia,MYS,2000,10.727969
Malaysia,MYS,2001,8.696792
Malaysia,MYS,2002,7.2093315
Malaysia,MYS,2003,6.6578054
Malaysia,MYS,2004,6.4431643
Malaysia,MYS,2005,6.7079988
Malaysia,MYS,2006,6.7215495
Malaysia,MYS,2007,6.208426
Malaysia,MYS,2008,7.5778904
Malaysia,MYS,2009,7.141625
Malaysia,MYS,2010,6.106748
Malaysia,MYS,2011,7.5572705
Malaysia,MYS,2012,8.03045
Malaysia,MYS,2013,9.254791
Malaysia,MYS,2014,9.703669
Malaysia,MYS,2015,9.952702
Malaysia,MYS,2016,13.463135
Malaysia,MYS,2017,17.39293
Malaysia,MYS,2018,16.59632
Malaysia,MYS,2019,16.115656
Malaysia,MYS,2020,18.037918
Malaysia,MYS,2021,19.313526
Mexico,MEX,1985,31.253574
Mexico,MEX,1986,24.793179
Mexico,MEX,1987,22.326666
Mexico,MEX,1988,23.58453
Mexico,MEX,1989,25.014498
Mexico,MEX,1990,25.177782
Mexico,MEX,1991,22.136204
Mexico,MEX,1992,25.08641
Mexico,MEX,1993,24.627949
Mexico,MEX,1994,18.134733
Mexico,MEX,1995,22.629654
Mexico,MEX,1996,23.968714
Mexico,MEX,1997,19.348513
Mexico,MEX,1998,16.985353
Mexico,MEX,1999,20.421417
Mexico,MEX,2000,22.929117
Mexico,MEX,2001,19.66496
Mexico,MEX,2002,17.422094
Mexico,MEX,2003,15.853659
Mexico,MEX,2004,17.313446
Mexico,MEX,2005,18.278084
Mexico,MEX,2006,18.42561
Mexico,MEX,2007,17.276155
Mexico,MEX,2008,21.538712
Mexico,MEX,2009,16.536974
Mexico,MEX,2010,19.42816
Mexico,MEX,2011,18.091637
Mexico,MEX,2012,16.575943
Mexico,MEX,2013,15.54929
Mexico,MEX,2014,19.80082
Mexico,MEX,2015,17.59769
Mexico,MEX,2016,17.480696
Mexico,MEX,2017,18.075953
Mexico,MEX,2018,17.703753
Mexico,MEX,2019,18.548794
Mexico,MEX,2020,21.255222
Mexico,MEX,2021,23.9353
Morocco,MAR,1985,6.616746
Morocco,MAR,1986,8.281814
Morocco,MAR,1987,10.311211
Morocco,MAR,1988,10.418522
Morocco,MAR,1989,12.821364
Morocco,MAR,1990,12.671375
Morocco,MAR,1991,13.318849
Morocco,MAR,1992,9.918716
Morocco,MAR,1993,4.470232
Morocco,MAR,1994,7.3234525
Morocco,MAR,1995,5.0529275
Morocco,MAR,1996,15.60855
Morocco,MAR,1997,15.324062
Morocco,MAR,1998,13.70296
Morocco,MAR,1999,6.3978286
Morocco,MAR,2000,6.3478975
Morocco,MAR,2001,7.535212
Morocco,MAR,2002,6.794195
Morocco,MAR,2003,9.951457
Morocco,MAR,2004,10.228572
Morocco,MAR,2005,6.286627
Morocco,MAR,2006,6.0716133
Morocco,MAR,2007,6.153051
Morocco,MAR,2008,6.211813
Morocco,MAR,2009,14.635365
Morocco,MAR,2010,17.343487
Morocco,MAR,2011,10.764306
Morocco,MAR,2012,8.835341
Morocco,MAR,2013,15.646004
Morocco,MAR,2014,13.013699
Morocco,MAR,2015,15.064318
Morocco,MAR,2016,15.55118
Morocco,MAR,2017,14.8652935
Morocco,MAR,2018,19.047619
Morocco,MAR,2019,19.009504
Morocco,MAR,2020,18.290775
Morocco,MAR,2021,19.806295
Netherlands,NLD,1985,0.7050417
Netherlands,NLD,1986,0.82923925
Netherlands,NLD,1987,1.0299791
Netherlands,NLD,1988,1.2246245
Netherlands,NLD,1989,1.3136109
Netherlands,NLD,1990,1.1420612
Netherlands,NLD,1991,1.2525253
Netherlands,NLD,1992,1.2978585
Netherlands,NLD,1993,1.4296854
Netherlands,NLD,1994,1.5817223
Netherlands,NLD,1995,1.7433237
Netherlands,NLD,1996,2.1361504
Netherlands,NLD,1997,2.3296244
Netherlands,NLD,1998,2.552817
Netherlands,NLD,1999,2.9007282
Netherlands,NLD,2000,3.3225193
Netherlands,NLD,2001,3.5427592
Netherlands,NLD,2002,4.156658
Netherlands,NLD,2003,4.099379
Netherlands,NLD,2004,5.247005
Netherlands,NLD,2005,7.4839487
Netherlands,NLD,2006,8.156855
Netherlands,NLD,2007,7.2285714
Netherlands,NLD,2008,8.87337
Netherlands,NLD,2009,9.536809
Netherlands,NLD,2010,9.394677
Netherlands,NLD,2011,10.82506
Netherlands,NLD,2012,12.098574
Netherlands,NLD,2013,11.921183
Netherlands,NLD,2014,11.286572
Netherlands,NLD,2015,12.58272
Netherlands,NLD,2016,12.984275
Netherlands,NLD,2017,15.072639
Netherlands,NLD,2018,16.634413
Netherlands,NLD,2019,18.867456
Netherlands,NLD,2020,26.671553
Netherlands,NLD,2021,33.278515
New Zealand,NZL,1985,76.29749
New Zealand,NZL,1986,82.40133
New Zealand,NZL,1987,80.68693
New Zealand,NZL,1988,80.5822
New Zealand,NZL,1989,80.16134
New Zealand,NZL,1990,80.14338
New Zealand,NZL,1991,77.339325
New Zealand,NZL,1992,72.75511
New Zealand,NZL,1993,77.167366
New Zealand,NZL,1994,82.148926
New Zealand,NZL,1995,83.93446
New Zealand,NZL,1996,79.182655
New Zealand,NZL,1997,70.287834
New Zealand,NZL,1998,75.8403
New Zealand,NZL,1999,69.84938
New Zealand,NZL,2000,72.07538
New Zealand,NZL,2001,64.86698
New Zealand,NZL,2002,70.881905
New Zealand,NZL,2003,67.796616
New Zealand,NZL,2004,73.489044
New Zealand,NZL,2005,66.20905
New Zealand,NZL,2006,66.46863
New Zealand,NZL,2007,66.8946
New Zealand,NZL,2008,65.74664
New Zealand,NZL,2009,72.56344
New Zealand,NZL,2010,73.94997
New Zealand,NZL,2011,76.54264
New Zealand,NZL,2012,72.69988
New Zealand,NZL,2013,75.07082
New Zealand,NZL,2014,79.57795
New Zealand,NZL,2015,80.43378
New Zealand,NZL,2016,84.22648
New Zealand,NZL,2017,81.440445
New Zealand,NZL,2018,83.46765
New Zealand,NZL,2019,81.94888
New Zealand,NZL,2020,80.430756
New Zealand,NZL,2021,80.723175
Norway,NOR,1985,99.12481
Norway,NOR,1986,98.9135
Norway,NOR,1987,99.05163
Norway,NOR,1988,98.96747
Norway,NOR,1989,99.35569
Norway,NOR,1990,99.90944
Norway,NOR,1991,99.891365
Norway,NOR,1992,99.90599
Norway,NOR,1993,99.89131
Norway,NOR,1994,99.75045
Norway,NOR,1995,99.754364
Norway,NOR,1996,99.61749
Norway,NOR,1997,99.682915
Norway,NOR,1998,99.71628
Norway,NOR,1999,99.67252
Norway,NOR,2000,99.77533
Norway,NOR,2001,99.65335
Norway,NOR,2002,99.67722
Norway,NOR,2003,99.474625
Norway,NOR,2004,99.46354
Norway,NOR,2005,99.57695
Norway,NOR,2006,99.430176
Norway,NOR,2007,99.26438
Norway,NOR,2008,99.524895
Norway,NOR,2009,96.63102
Norway,NOR,2010,95.84045
Norway,NOR,2011,96.58506
Norway,NOR,2012,97.98704
Norway,NOR,2013,97.86148
Norway,NOR,2014,97.87143
Norway,NOR,2015,97.90997
Norway,NOR,2016,97.995
Norway,NOR,2017,98.025734
Norway,NOR,2018,97.97038
Norway,NOR,2019,97.941536
Norway,NOR,2020,98.57143
Norway,NOR,2021,99.543526
Oman,OMN,1985,0.0
Oman,OMN,1986,0.0
Oman,OMN,1987,0.0
Oman,OMN,1988,0.0
Oman,OMN,1989,0.0
Oman,OMN,1990,0.0
Oman,OMN,1991,0.0
Oman,OMN,1992,0.0
Oman,OMN,1993,0.0
Oman,OMN,1994,0.0
Oman,OMN,1995,0.0
Oman,OMN,1996,0.0
Oman,OMN,1997,0.0
Oman,OMN,1998,0.0
Oman,OMN,1999,0.0
Oman,OMN,2000,0.0
Oman,OMN,2001,0.0
Oman,OMN,2002,0.0
Oman,OMN,2003,0.0
Oman,OMN,2004,0.0
Oman,OMN,2005,0.0
Oman,OMN,2006,0.0
Oman,OMN,2007,0.0
Oman,OMN,2008,0.0
Oman,OMN,2009,0.0
Oman,OMN,2010,0.0
Oman,OMN,2011,0.0
Oman,OMN,2012,0.0
Oman,OMN,2013,0.0
Oman,OMN,2014,0.0
Oman,OMN,2015,0.0
Oman,OMN,2016,0.0
Oman,OMN,2017,0.058858152
Oman,OMN,2018,0.056385677
Oman,OMN,2019,0.055478502
Oman,OMN,2020,0.37856728
Oman,OMN,2021,0.43763673
Pakistan,PAK,1985,45.182903
Pakistan,PAK,1986,38.499657
Pakistan,PAK,1987,45.04877
Pakistan,PAK,1988,42.204395
Pakistan,PAK,1989,40.749832
Pakistan,PAK,1990,37.154285
Pakistan,PAK,1991,36.40593
Pakistan,PAK,1992,37.227722
Pakistan,PAK,1993,38.471695
Pakistan,PAK,1994,37.16468
Pakistan,PAK,1995,35.681023
Pakistan,PAK,1996,36.70133
Pakistan,PAK,1997,29.523495
Pakistan,PAK,1998,36.309155
Pakistan,PAK,1999,32.9313
Pakistan,PAK,2000,28.059938
Pakistan,PAK,2001,28.376417
Pakistan,PAK,2002,31.67702
Pakistan,PAK,2003,35.48012
Pakistan,PAK,2004,32.454086
Pakistan,PAK,2005,35.17072
Pakistan,PAK,2006,34.630474
Pakistan,PAK,2007,32.52176
Pakistan,PAK,2008,32.679813
Pakistan,PAK,2009,31.461407
Pakistan,PAK,2010,34.48714
Pakistan,PAK,2011,30.95012
Pakistan,PAK,2012,31.27421
Pakistan,PAK,2013,31.678265
Pakistan,PAK,2014,32.112915
Pakistan,PAK,2015,32.787178
Pakistan,PAK,2016,28.823292
Pakistan,PAK,2017,24.616203
Pakistan,PAK,2018,30.500359
Pakistan,PAK,2019,29.787548
Pakistan,PAK,2020,31.209818
Pakistan,PAK,2021,29.739628
Peru,PER,1985,78.86219
Peru,PER,1986,78.88477
Peru,PER,1987,78.63773
Peru,PER,1988,77.9147
Peru,PER,1989,77.5989
Peru,PER,1990,76.80331
Peru,PER,1991,80.27206
Peru,PER,1992,74.8514
Peru,PER,1993,80.416
Peru,PER,1994,81.09164
Peru,PER,1995,77.48533
Peru,PER,1996,77.90021
Peru,PER,1997,74.46556
Peru,PER,1998,74.98883
Peru,PER,1999,77.063034
Peru,PER,2000,82.241554
Peru,PER,2001,85.60235
Peru,PER,2002,83.04771
Peru,PER,2003,81.992
Peru,PER,2004,73.249466
Peru,PER,2005,71.11286
Peru,PER,2006,73.29843
Peru,PER,2007,66.64379
Peru,PER,2008,59.575134
Peru,PER,2009,61.88822
Peru,PER,2010,58.430576
Peru,PER,2011,57.771263
Peru,PER,2012,56.428947
Peru,PER,2013,54.765903
Peru,PER,2014,52.933056
Peru,PER,2015,53.676468
Peru,PER,2016,51.966293
Peru,PER,2017,58.7114
Peru,PER,2018,60.83775
Peru,PER,2019,60.802685
Peru,PER,2020,63.80159
Peru,PER,2021,60.61232
Philippines,PHL,1985,50.492752
Philippines,PHL,1986,55.260315
Philippines,PHL,1987,44.797146
Philippines,PHL,1988,46.810833
Philippines,PHL,1989,47.654404
Philippines,PHL,1990,45.42014
Philippines,PHL,1991,42.50848
Philippines,PHL,1992,39.195976
Philippines,PHL,1993,40.24606
Philippines,PHL,1994,39.99475
Philippines,PHL,1995,36.857006
Philippines,PHL,1996,36.95208
Philippines,PHL,1997,33.43468
Philippines,PHL,1998,33.62355
Philippines,PHL,1999,44.49218
Philippines,PHL,2000,44.375717
Philippines,PHL,2001,38.716812
Philippines,PHL,2002,37.016335
Philippines,PHL,2003,34.80663
Philippines,PHL,2004,35.07268
Philippines,PHL,2005,33.684017
Philippines,PHL,2006,37.405983
Philippines,PHL,2007,32.930458
Philippines,PHL,2008,35.265865
Philippines,PHL,2009,34.12498
Philippines,PHL,2010,28.048216
Philippines,PHL,2011,29.06119
Philippines,PHL,2012,28.896818
Philippines,PHL,2013,26.82084
Philippines,PHL,2014,26.122978
Philippines,PHL,2015,26.213593
Philippines,PHL,2016,24.631138
Philippines,PHL,2017,24.743032
Philippines,PHL,2018,23.784706
Philippines,PHL,2019,21.47436
Philippines,PHL,2020,22.648321
Philippines,PHL,2021,22.125694
Poland,POL,1985,1.6330947
Poland,POL,1986,1.3664162
Poland,POL,1987,1.2713172
Poland,POL,1988,1.3073299
Poland,POL,1989,1.1769234
Poland,POL,1990,1.108301
Poland,POL,1991,1.130199
Poland,POL,1992,1.2395746
Poland,POL,1993,1.1762028
Poland,POL,1994,1.3354341
Poland,POL,1995,1.430135
Poland,POL,1996,1.4590268
Poland,POL,1997,1.5112815
Poland,POL,1998,1.7972579
Poland,POL,1999,1.671548
Poland,POL,2000,1.6273223
Poland,POL,2001,1.9343168
Poland,POL,2002,1.943996
Poland,POL,2003,1.4999001
Poland,POL,2004,2.1016684
Poland,POL,2005,2.48307
Poland,POL,2006,2.6737301
Poland,POL,2007,3.4256516
Poland,POL,2008,4.274444
Poland,POL,2009,5.7515388
Poland,POL,2010,6.9299364
